date,app,platform,network,cdn,geography,stream_type,vst_p50,vst_p95,rebuffer_ratio,rebuffer_rate,vsf,ebvs,avg_rendered_bitrate,downshift_frequency,total_watch_time,avg_session_duration,dau,wau,mau,content_completion_25,content_completion_50,content_completion_75,content_completion_100,browse_to_play,ad_fill_rate,ad_start_failure,vcr_ads,ad_pod_dropoff,churn_rate,arpu,cdn_cache_hit_ratio,manifest_fetch_latency,ttfb,volume
2024-04-08,App_A,Android TV,AT&T,Fastly,Metro,FAST linear,1.39,3.29,1.28,0.47,0.94,1.93,6.45,1.24,6895,35,12961,61850,130898,87.8,68.2,53.5,39.7,62.9,93.8,0.95,81,7.5,4.39,5.29,92.7,185,138,23239
2024-04-08,App_B,FireTV,Cellular 5G,AWS CloudFront,Metro,VOD Movies,1.48,3.04,1.6,0.55,1.01,1.8,5.84,1.31,7323,33.4,12237,59324,149916,84.1,70.9,55.5,39.2,65,88.7,1.24,80.5,8,3.79,5.02,93.3,196,108,14818
2024-04-09,App_A,Apple TV,Wi-Fi,Fastly,Metro,VOD Movies,1.32,2.95,1.54,0.68,1.12,1.97,5.64,1.63,8454,37.8,14735,70026,152988,85.7,74.3,55.8,38.9,65.6,91.9,0.93,79.1,7.6,4.13,5.23,92.3,135,112,19341
2024-04-09,App_B,Apple TV,T-Mobile,Akamai,Metro,VOD Movies,1.18,3.5,1.52,0.54,0.99,2.04,6.52,1.18,6340,35.2,11314,54633,143283,90.5,68.7,55.1,40.6,64.7,87.7,1.39,78.9,7.1,3.91,5.21,94.5,184,135,15468
2024-04-10,App_A,Android TV,Verizon,Akamai,Metro,VOD Movies,1.11,3.12,1.2,0.66,1.12,1.74,5.85,1.19,7029,37,12861,61969,151009,89.9,71.7,55.9,40.2,64.2,89.9,0.99,75.8,7.8,3.85,5.39,93.5,144,116,22859
2024-04-10,App_B,iOS,Jio,Cloudflare,Country,VOD Series,1.28,3.37,1.44,0.59,1.23,1.45,6.53,1.23,6711,36.7,11955,57859,120469,86,69.2,53.8,38.4,64,87.5,1.23,80.2,7.3,4.59,4.65,92.8,147,129,17985
2024-04-11,App_A,Android,Broadband,Fastly,Metro,VOD Series,1.16,3.17,1.56,0.65,0.9,1.36,6.01,1.09,8337,33.8,13597,65591,148080,84,69.4,56.6,42.5,59.3,87.7,0.95,79.5,7.7,4.6,4.75,93.8,135,103,17630
2024-04-11,App_B,iOS,Verizon,AWS CloudFront,Region,VOD Movies,1.39,3.2,1.57,0.48,1.17,2.03,5.55,1.62,7198,38,12059,57310,129635,84.7,70.3,59.2,41.3,60.5,90,1.17,80.1,6.9,3.85,5.12,91.8,168,122,16153
2024-04-12,App_A,Android TV,Jio,Cloudflare,Region,FAST linear,1.23,3.13,1.11,0.68,1,1.51,5.78,1.37,6775,37.1,13270,63497,160327,86.6,75.1,54.5,38.4,63.8,93.6,1.13,74.5,7.5,4.6,4.5,93.6,182,133,16739
2024-04-12,App_B,Apple TV,Jio,Cloudflare,Region,VOD Series,1.25,3.12,1.56,0.57,0.89,1.65,5.64,1.29,6199,33.1,12199,58498,151172,88.7,74.2,55.4,40.2,59.2,88.9,1.04,75.4,6.6,3.83,4.39,93.7,177,139,18786
2024-04-13,App_A,WebOS,Airtel,Fastly,Metro,VOD Series,1.38,3.38,1.62,0.68,0.9,1.83,5.42,1.62,7729,33.5,13708,65585,146460,84.9,70.4,53,40.3,62.4,91.4,0.92,77.2,7,4.09,4.48,92.1,153,105,17859
2024-04-13,App_B,Tizen,Comcast Xfinity,Akamai,Region,VOD Movies,1.48,2.99,1.56,0.56,1.18,1.85,5.56,1.31,7257,32.7,11953,57391,138186,86.7,72.7,53.1,38.6,59.9,88.9,1.05,77.5,7.4,3.83,4.46,91.9,197,119,14710
2024-04-14,App_A,iOS,Wi-Fi,AWS CloudFront,Region,VOD Series,1.13,2.84,1.19,0.65,0.84,1.66,5.92,1.09,6797,38.2,12925,61501,151690,85.4,69.2,56.2,39.6,62.7,94,1.17,74.3,6.7,3.99,4.45,93.8,155,123,20761
2024-04-14,App_B,Tizen,AT&T,Cloudflare,Metro,VOD Series,1.44,3.06,1.14,0.56,1.03,1.96,5.94,1.63,6562,37.7,11250,53616,134804,84.8,73.6,56.8,38.3,60.5,92.5,0.94,74,8.2,4.56,4.5,94.4,139,130,15179
2024-04-15,App_A,WebOS,Jio,Cloudflare,Country,Live Sports/Events,1.34,2.88,1.61,0.64,0.91,1.76,6.55,1.39,7872,38.8,14364,69487,178148,84.5,68.2,56.9,42.3,66,91.5,1.36,75.6,7,4.1,4.68,94.1,148,120,23589
2024-04-15,App_B,Android TV,Comcast Xfinity,Cloudflare,Metro,VOD Series,1.28,3.52,1.24,0.57,0.88,1.52,6.71,1.26,6026,37.2,10613,51441,131195,89.8,68.2,55.2,38,63.9,87.3,1.14,80.1,7.9,4.43,4.41,94.4,167,127,18524
2024-04-16,App_A,WebOS,Jio,Akamai,Region,VOD Movies,1.16,3.11,1.39,0.66,1.03,1.84,6.35,1.24,7386,32.2,13687,65360,155319,86.7,71.5,55,40.5,61.3,89.3,1.25,75.7,7.9,4.49,4.96,93.8,160,124,20788
2024-04-16,App_B,Android,Wi-Fi,Akamai,Country,VOD Series,1.38,3.65,1.39,0.5,1.17,1.46,5.98,1.39,6456,36.9,11694,55811,124514,89.4,68.6,58.3,40,65.7,90.1,0.98,74.3,8.1,4.71,4.83,92.6,188,136,18318
2024-04-17,App_A,Android TV,T-Mobile,Fastly,Country,Live Sports/Events,1.4,2.94,1.62,0.6,1,1.52,5.72,1.54,7431,35,12667,60640,137940,90.1,71.2,55.5,38.8,62.2,91.9,1.19,79.3,7.2,3.73,4.54,91.9,143,131,17752
2024-04-17,App_B,Android,Cellular 4G,Fastly,Metro,VOD Series,1.47,2.99,1.25,0.53,0.99,2,5.97,1.56,6514,34.2,10492,50583,119668,85.8,72.4,57.2,38.4,61,91.4,1.04,77.3,7.6,4.61,4.67,92.1,188,106,15469
2024-04-18,App_A,Android TV,Comcast Xfinity,AWS CloudFront,Region,FAST linear,1.09,2.71,1.53,0.51,1.12,1.37,6.8,1.15,6902,35.7,13492,64677,164909,87.4,71.3,57.5,42.8,63.1,90.7,1.14,77,6.3,3.75,4.78,93.2,184,116,16992
2024-04-18,App_B,Tizen,Cellular 4G,Fastly,Region,Live Sports/Events,1.24,3.17,1.42,0.66,1.13,1.59,5.99,1.56,6347,33.7,12046,57360,144751,85.3,72.4,57.2,40.2,64.8,87.7,1.11,79.5,7.7,3.93,4.4,95.3,186,117,19437
2024-04-19,App_A,Desktop Web,Broadband,Akamai,Metro,VOD Movies,1.43,3.08,1.29,0.61,1.06,1.71,6.34,1.44,7066,33.3,12902,61510,142297,89.2,70.8,57,38.3,62.6,87.7,1.15,76.2,7.1,3.72,4.77,93.8,137,99,16408
2024-04-19,App_B,FireTV,Comcast Xfinity,Akamai,Country,FAST linear,1.47,2.75,1.34,0.57,1.06,1.9,6.14,1.31,6650,31.8,11731,56199,128964,87.3,72.8,56.7,40.6,62.5,92.2,0.99,76.9,6.7,4.05,4.51,93.5,154,108,17545
2024-04-20,App_A,Android,Jio,Akamai,Metro,VOD Series,1.29,2.79,1.26,0.59,1.14,1.83,6.81,1.39,7252,34.8,13188,63364,169385,86.7,73.3,59.2,43.4,65.9,90.6,1.05,74.6,7.8,3.91,4.65,93.2,156,104,19057
2024-04-20,App_B,iOS,AT&T,Akamai,Country,VOD Series,1.3,3.26,1.54,0.58,1,2.01,5.58,1.57,5485,37.2,11546,54940,129483,90.3,73.4,53.8,41,64.9,89.3,1.13,77.7,6.7,3.97,4.63,94,180,135,15750
2024-04-21,App_A,Apple TV,Cellular 5G,AWS CloudFront,Country,FAST linear,1.37,3.27,1.4,0.59,1.06,1.51,5.89,1.59,8226,35.9,14211,68731,169141,86.6,73.3,53.6,39.8,66,93.8,1.03,78.8,7.9,4.42,4.78,94,170,124,18703
2024-04-21,App_B,WebOS,T-Mobile,Akamai,Metro,FAST linear,1.3,3.32,1.3,0.51,1.11,1.64,5.55,1.65,6842,31.8,10883,52735,131481,87.8,71.5,59.1,37.7,60.4,93.6,0.97,79.7,6.6,3.9,4.47,94.1,146,124,18434
2024-04-22,App_A,Apple TV,T-Mobile,Akamai,Country,VOD Series,1.34,2.74,1.55,0.51,0.81,1.83,5.78,1.46,7255,34,13374,63638,147745,84.6,74.2,56.9,41.7,59.2,88.2,1.2,75.6,6.7,4.67,4.89,93.3,164,121,19752
2024-04-22,App_B,Android TV,T-Mobile,Cloudflare,Metro,FAST linear,1.12,3.22,1.2,0.47,0.88,1.92,5.52,1.14,6772,36.5,11261,54214,127129,86.1,69,57.7,43.3,60.7,87.8,1.24,76.5,7,4.1,4.95,92.6,179,107,17463
2024-04-23,App_A,Android TV,Wi-Fi,Akamai,Region,VOD Movies,1.12,3.31,1.48,0.52,0.89,1.94,5.85,1.54,7390,37.4,13385,64677,160081,89.9,68.6,54.7,40,64,89.6,1.22,79.9,6.8,4.25,5.2,94.9,157,128,16846
2024-04-23,App_B,Apple TV,Wi-Fi,AWS CloudFront,Metro,VOD Series,1.48,3.49,1.46,0.61,0.98,1.83,6.3,1.5,5756,38.1,11492,55203,146438,84.7,69,58.4,41.6,65.2,87.5,1.16,77.7,6.4,4.27,5.26,92.6,151,134,20175
2024-04-24,App_A,Android TV,Jio,Cloudflare,Country,Live Sports/Events,1.25,2.85,1.52,0.56,0.95,1.56,6.12,1.62,7632,36.1,13477,64557,152532,89.2,69.4,53.8,38.6,63.1,89.8,1.25,75.1,7.8,3.9,4.65,93.8,145,115,19456
2024-04-24,App_B,Android,Jio,Fastly,Region,VOD Movies,1.16,3.66,1.3,0.53,1.11,1.95,6.7,1.3,6107,35.1,11495,54885,146416,85.1,74.5,52.8,39.4,60,87.3,1.11,79.6,6.8,4.74,4.75,93.2,142,130,19221
2024-04-25,App_A,WebOS,Airtel,Akamai,Metro,VOD Series,1.44,2.96,1.51,0.56,1.12,1.72,6.28,1.58,7806,35.6,13642,64808,160488,90.1,73.7,56.8,38.5,60.8,94,1.28,74.3,7.3,4.54,4.64,91.8,148,122,22715
2024-04-25,App_B,Apple TV,Comcast Xfinity,Akamai,Region,VOD Series,1.1,2.79,1.14,0.51,1.17,1.75,6.78,1.34,6289,31.3,10341,49995,122720,88.6,68.2,58.1,42.6,62.8,93.9,1.17,79.5,6.4,4.51,4.76,93.3,169,131,14254
2024-04-26,App_A,Tizen,Broadband,Akamai,Region,FAST linear,1.19,3.32,1.16,0.48,1.07,1.49,6.22,1.24,8165,34.6,13091,62893,159120,84.9,68.6,57.2,39.7,61.4,87.3,0.93,79.6,7.6,3.96,5.2,91.6,135,121,18872
2024-04-26,App_B,Apple TV,Wi-Fi,Akamai,Region,FAST linear,1.17,3.04,1.12,0.66,1.09,1.52,5.63,1.22,6775,34.3,10496,50203,121490,87.2,71.1,57.2,39.3,62.5,89.1,1.24,76.2,6.7,4.77,5.32,92.9,150,121,14900
2024-04-27,App_A,WebOS,Verizon,Cloudflare,Metro,Live Sports/Events,1.3,3.52,1.32,0.59,0.84,1.86,5.61,1.6,8565,38.4,14084,67164,167711,87.4,69.2,52.9,40.9,63,88,1.14,78.4,6.9,3.94,4.84,92.4,182,107,17608
2024-04-27,App_B,iOS,Broadband,Cloudflare,Metro,VOD Movies,1.25,3.19,1.56,0.65,0.96,1.91,5.88,1.58,6029,37.3,11568,55928,133872,89.4,69.1,57.2,41,60.1,93.5,1.24,79.3,7.7,3.84,5.28,95,157,99,15445
2024-04-28,App_A,iOS,Comcast Xfinity,AWS CloudFront,Country,VOD Movies,1.28,3.33,1.24,0.57,0.81,1.44,5.98,1.21,8143,34,13558,64586,160578,88.9,71.2,58.9,43.4,63.6,91.3,1.26,74.4,7.5,4.41,5.17,92,153,116,18117
2024-04-28,App_B,Android TV,Cellular 5G,Fastly,Metro,Live Sports/Events,1.24,3.52,1.36,0.61,0.89,1.77,6.36,1.46,5752,33.6,10288,48953,110458,87.6,70.7,54.4,42.7,64.9,91.5,1.3,81.1,8,4.32,4.77,95.2,178,114,16270
2024-04-29,App_A,Apple TV,Wi-Fi,Akamai,Metro,VOD Movies,1.22,3.27,1.29,0.56,1.11,1.84,5.66,1.4,6944,34.4,12503,59918,153366,88.7,69,57.6,43.8,62.7,88.8,1.25,78.6,6.8,4.16,5.39,94,155,112,19376
2024-04-29,App_B,Desktop Web,Wi-Fi,Cloudflare,Metro,Live Sports/Events,1.35,3.08,1.63,0.56,1.08,2.03,5.63,1.3,5949,32.8,11252,54362,118250,86.6,69,58.7,39.9,60.9,88.1,1.1,76.6,6.5,3.89,5.31,94.2,151,139,18957
2024-04-30,App_A,Apple TV,Airtel,Fastly,Region,FAST linear,1.11,2.95,1.21,0.57,1.1,1.43,6.21,1.21,6550,32.7,12796,60920,153375,85.7,70.5,54.7,42.4,65.9,88,1.15,79,6.4,4.01,4.87,93,136,98,16884
2024-04-30,App_B,WebOS,Broadband,Fastly,Country,VOD Movies,1.13,3.32,1.44,0.57,1.09,2.04,5.95,1.25,5387,37.1,11092,53231,142595,84.8,71.4,55.2,39.5,60.6,90.4,1.38,81.3,8.2,3.89,5.36,93.9,148,99,17716
2024-05-01,App_A,Android,Cellular 5G,Fastly,Region,VOD Series,1.41,3.31,1.48,0.57,1.14,1.81,6.15,1.38,8391,36.6,13568,64996,167600,84.7,69.1,58.4,43,59.6,89.2,1.11,77.3,6.2,4.61,4.84,93.6,136,127,19046
2024-05-01,App_B,Apple TV,Verizon,Fastly,Region,Live Sports/Events,1.47,3.45,1.19,0.68,1.2,1.65,5.53,1.29,6669,36.9,10796,52281,131217,90.7,72.6,53.6,42.7,65.9,89.3,0.99,73.7,7.5,4.33,4.8,94.5,161,132,15670
2024-05-02,App_A,iOS,Cellular 5G,Cloudflare,Country,VOD Movies,1.22,3.21,1.52,0.59,0.92,1.8,6.81,1.32,7552,33.2,13759,65855,150456,88,73.4,53.8,42.5,59.3,90.1,1.29,75.8,7.7,4.41,4.79,93.3,134,128,19703
2024-05-02,App_B,Desktop Web,T-Mobile,Akamai,Country,Live Sports/Events,1.24,3.42,1.48,0.68,1.18,1.73,6.38,1.34,6600,34.2,11173,53100,112563,86.2,73.6,58.2,39.5,62.1,88,0.94,80.9,6.9,4.61,5.08,94.6,145,126,17750
2024-05-03,App_A,Android,AT&T,Cloudflare,Metro,Live Sports/Events,1.27,2.81,1.16,0.53,1.13,1.53,5.94,1.45,8456,33.3,13204,62890,139820,89.3,74.1,57.6,41.8,66.8,89.4,1.01,77.9,7.4,4.42,4.6,95.3,157,97,19671
2024-05-03,App_B,Android TV,Jio,Fastly,Region,VOD Movies,1.47,3.46,1.25,0.69,1.18,1.65,6.68,1.6,5550,36.5,11292,54295,129280,89.1,70.2,59.2,42.6,63.4,90.8,1.08,80.8,7.7,4.67,5.15,92.9,161,106,18958
2024-05-04,App_A,Android,Cellular 4G,Akamai,Metro,VOD Series,1.12,3.23,1.21,0.5,0.92,1.69,6.08,1.59,6528,31.1,12591,60525,160655,89.9,70,55.7,38.7,60.8,88.9,1.33,74.7,6.6,4.29,5.43,93,142,104,21523
2024-05-04,App_B,WebOS,Verizon,Fastly,Country,VOD Movies,1.1,2.89,1.16,0.49,0.86,1.57,5.35,1.38,6311,31.6,10814,51801,122366,90.1,72.6,58.6,38,59.6,87.4,1.09,76.1,6.9,4.27,4.9,94.1,157,134,17439
2024-05-05,App_A,FireTV,AT&T,AWS CloudFront,Metro,VOD Series,1.13,2.83,1.33,0.67,0.85,1.89,5.74,1.27,7242,31.5,12423,60149,135516,86.7,75.3,58,41.5,60.8,87.8,1.03,77.5,8,4.33,5.37,93.7,140,102,15742
2024-05-05,App_B,Apple TV,Verizon,Akamai,Region,VOD Movies,1.37,3.15,1.27,0.58,1.1,1.74,5.65,1.25,5682,34.4,11823,56344,139790,86.5,73.2,57.3,38.1,62.7,92.6,1.31,81.1,6.2,4.39,4.54,94,139,135,19785
2024-05-06,App_A,FireTV,Jio,Fastly,Metro,Live Sports/Events,1.3,2.91,1.6,0.54,1.18,1.4,6.01,1.14,8226,32.6,12387,59900,125309,90.5,70,56.4,39.8,64.3,87.4,0.91,75,7.1,4.36,4.81,95.2,178,132,15342
2024-05-06,App_B,Desktop Web,Jio,Cloudflare,Region,Live Sports/Events,1.2,3.23,1.17,0.52,1.08,1.83,6.56,1.24,5660,33.2,11630,55605,123221,85.3,74.7,52.9,41.1,63.1,91.7,1.14,77.9,7.2,4.32,5.36,94.5,154,125,14756
2024-05-07,App_A,Android,Airtel,Cloudflare,Country,Live Sports/Events,1.18,3.18,1.59,0.65,0.8,1.78,5.78,1.41,6412,35.1,12169,58103,151880,88.2,72.1,55.7,40.1,64.1,89.8,0.97,80.1,7.1,3.83,4.94,91.7,155,123,15523
2024-05-07,App_B,Android,T-Mobile,Akamai,Region,FAST linear,1.39,3.2,1.41,0.48,1.15,1.76,6.68,1.5,5673,31.8,10791,52025,125148,85.9,74.4,58,41.5,59.6,94.1,1.37,76.3,7.6,4.77,5.23,92.2,157,100,17049
2024-05-08,App_A,WebOS,Airtel,AWS CloudFront,Country,Live Sports/Events,1.41,2.89,1.1,0.48,0.98,1.98,5.57,1.29,7126,31.7,12773,60854,149069,85.6,73.5,58.8,38.9,60.1,93.3,1.3,81.4,6.9,3.93,4.94,95,140,120,18702
2024-05-08,App_B,FireTV,Broadband,Fastly,Country,VOD Movies,1.39,2.74,1.53,0.61,1.07,1.6,6.2,1.56,5326,33.1,10308,49959,108541,90.6,74.1,56.7,42.7,59.1,91.5,1.15,75.8,6.3,4.7,4.42,93.2,175,109,12916
2024-05-09,App_A,FireTV,T-Mobile,Fastly,Country,VOD Movies,1.27,3.07,1.09,0.52,1.1,1.4,6.16,1.45,7396,35.5,13784,65507,162799,89,68.6,54.8,42.1,65.2,93.4,1.22,74.7,7.9,3.77,5.41,92,135,122,24667
2024-05-09,App_B,Android,Broadband,Fastly,Metro,FAST linear,1.41,2.76,1.34,0.67,0.95,1.38,5.57,1.64,5638,37.3,10575,50358,120771,88.7,72.8,57.2,38.5,62.6,90.6,1.13,74.6,8,4.73,4.61,91.8,146,131,15324
2024-05-10,App_A,iOS,Cellular 4G,Cloudflare,Metro,Live Sports/Events,1.09,3.42,1.42,0.65,0.87,1.75,6.58,1.41,6645,31.7,13818,65815,142455,86.8,74.2,58,40.7,63,88.1,1.11,81.6,6.8,3.98,5.43,94.4,145,111,24486
2024-05-10,App_B,Apple TV,Comcast Xfinity,Akamai,Country,Live Sports/Events,1.35,3.45,1.11,0.51,0.97,1.67,5.77,1.54,5635,32.3,10622,51075,106531,85.4,71.3,55.5,40.6,62.6,90.4,1,74.7,7.9,4.15,4.51,95.3,152,112,17836
2024-05-11,App_A,Apple TV,Jio,Akamai,Region,VOD Movies,1.37,3.27,1.31,0.56,1.17,1.53,5.64,1.46,6962,32,12313,59160,152783,84.5,69,57.3,43.5,60.5,92.2,0.98,75.2,7,3.9,5.36,92,190,101,19028
2024-05-11,App_B,Apple TV,Cellular 5G,Akamai,Metro,FAST linear,1.26,2.91,1.5,0.54,1.2,1.4,6.73,1.46,5565,31.2,10537,50575,122583,90.6,73,58.8,38,60.8,92.9,1,77.2,8,4.55,4.69,93.4,158,106,17960
2024-05-12,App_A,Apple TV,Cellular 5G,AWS CloudFront,Region,VOD Movies,1.09,2.78,1.53,0.67,0.97,1.51,6.27,1.29,6691,36.6,13386,64204,147327,87.3,74.4,56.1,43.5,62.8,92.7,1.3,78.6,6,4.22,5.22,93.9,142,109,17194
2024-05-12,App_B,FireTV,AT&T,Fastly,Country,VOD Movies,1.36,3.11,1.17,0.63,1,1.81,6.53,1.53,5295,34,10924,52018,120631,84,70.2,58,38.1,65.2,92.6,1.2,79.6,7.3,4.37,5.03,92,163,131,15242
2024-05-13,App_A,Android,Comcast Xfinity,Cloudflare,Metro,VOD Movies,1.11,3.5,1.58,0.49,0.86,1.52,6.21,1.3,6696,35.6,13547,65256,151448,90.2,71,53.9,40.9,63.6,87.6,1.27,79.9,6.5,4.28,5.44,94.5,178,102,24123
2024-05-13,App_B,Apple TV,T-Mobile,Fastly,Country,VOD Movies,1.17,2.91,1.14,0.49,0.88,1.82,6.63,1.58,5436,37,10512,50589,117053,88.3,71.4,58.3,38.1,59.1,89.1,1.34,81.1,6.5,4.33,5.09,93.1,157,110,13411
2024-05-14,App_A,Android,AT&T,Akamai,Region,FAST linear,1.4,2.65,1.07,0.51,0.8,1.79,5.82,1.41,6779,32.3,13193,63298,134757,87.3,75.2,58.9,39.6,66.2,92.3,1.01,77.3,7,4.34,5.12,92.1,171,110,23328
2024-05-14,App_B,Desktop Web,Cellular 5G,Cloudflare,Region,FAST linear,1.17,2.78,1.35,0.58,1.15,1.39,5.5,1.26,6363,34.8,11356,54596,123210,84.7,70.7,59.1,41.7,63,91.5,1.23,75.1,7.2,4.35,5.07,93.5,189,104,19510
2024-05-15,App_A,Android TV,Comcast Xfinity,Akamai,Region,VOD Series,1.41,2.97,1.15,0.53,0.89,1.78,6.51,1.49,7888,36,13569,65447,148075,88.2,68.9,53.8,42.6,59.9,92.2,1.18,81.8,7.9,3.81,4.52,92.5,155,120,16863
2024-05-15,App_B,WebOS,Cellular 4G,Akamai,Metro,FAST linear,1.21,3.45,1.49,0.48,1.11,1.66,6.55,1.59,5820,31,10003,48088,128881,90.4,70.2,57,42.2,59.8,90.5,1.33,76.2,8,4.13,5.12,93.7,138,138,13205
2024-05-16,App_A,iOS,Cellular 5G,Akamai,Metro,FAST linear,1.4,3.21,1.11,0.66,0.8,1.45,6.33,1.57,7853,37.1,11846,57244,151057,88,69.4,52.8,39.5,60.1,87.5,1,75.4,6.3,4.58,5.16,92.2,181,134,15967
2024-05-16,App_B,Android,T-Mobile,Fastly,Country,VOD Series,1.11,3.17,1.26,0.5,0.98,1.83,5.8,1.17,6720,36.3,11395,54417,115124,84.1,74.3,56,38.1,60.4,89.1,1.32,78.6,6.6,3.76,4.76,91.7,192,106,18637
2024-05-17,App_A,Tizen,Verizon,Fastly,Country,FAST linear,1.41,3.51,1.58,0.48,1.18,1.67,6.83,1.2,6930,33,13418,64975,135582,87.2,70,58.1,39.2,64,88.6,1.05,77.1,6.3,3.93,5.33,95.3,158,112,17368
2024-05-17,App_B,Android TV,Broadband,Akamai,Region,VOD Series,1.25,2.7,1.52,0.63,0.87,1.5,5.75,1.42,5271,36.4,10827,51766,128192,87.5,72.6,58.6,38.6,58.9,92.5,1.24,74.8,6.5,4.25,5.18,94.3,157,98,19049
2024-05-18,App_A,WebOS,Cellular 5G,AWS CloudFront,Country,VOD Movies,1.16,3.24,1.2,0.58,0.85,1.68,6.48,1.28,6413,35,12167,58933,122132,86.1,74.5,59.1,40.8,61,93.5,0.9,75.4,6.6,4.24,4.58,94.9,138,101,17696
2024-05-18,App_B,Tizen,Comcast Xfinity,Cloudflare,Country,VOD Movies,1.22,3.41,1.61,0.61,0.99,1.54,6.83,1.41,6889,35.8,10334,49777,114975,90.6,69.3,53.2,41,61.3,90.2,1.28,75.1,8.1,4.57,5.26,94.9,148,103,18025
2024-05-19,App_A,Apple TV,Airtel,Cloudflare,Country,FAST linear,1.32,3.42,1.42,0.6,1.15,1.78,6.77,1.42,7845,30.6,13834,66264,157930,90.3,68.5,58.2,42.3,62.7,88.1,1.14,81.8,7.3,3.7,5.05,92.9,174,129,17653
2024-05-19,App_B,Apple TV,T-Mobile,AWS CloudFront,Region,Live Sports/Events,1.41,3.28,1.12,0.55,0.85,1.89,6.39,1.29,6979,34.4,11225,53628,122836,85.1,68.9,57.5,40.7,63.6,89.6,1.29,78.4,7,3.89,5.38,93,184,123,19737
2024-05-20,App_A,WebOS,T-Mobile,Akamai,Region,Live Sports/Events,1.19,3.08,1.09,0.55,1.01,1.52,5.59,1.58,6424,37,12913,62512,149247,87.6,70.4,54.2,42.3,60.4,90.3,1.23,77.4,7.3,3.87,4.53,95.1,160,96,20495
2024-05-20,App_B,Android TV,Cellular 5G,Akamai,Country,Live Sports/Events,1.15,3.58,1.63,0.48,0.86,1.48,6.16,1.53,5425,33.5,11072,52936,122638,86.1,72,58,39.8,65.2,93,1.07,81.3,6.3,3.95,4.81,92.6,178,135,13754
2024-05-21,App_A,iOS,Cellular 5G,Fastly,Region,VOD Movies,1.18,3.02,1.5,0.48,1.13,1.54,6.27,1.07,6170,34.2,12272,59132,135552,85.6,75.1,55.3,38.8,62.8,89.7,1.01,76.4,7.4,4.19,4.96,95.1,153,128,20814
2024-05-21,App_B,WebOS,Cellular 4G,Akamai,Metro,VOD Series,1.22,3.3,1.23,0.66,0.99,1.63,6.27,1.55,6979,35.3,10843,52051,121384,86.9,71.4,54.3,39.9,65.9,88.9,1.35,76,6.9,4.2,5.19,95.4,159,135,13302
2024-05-22,App_A,Tizen,Comcast Xfinity,AWS CloudFront,Metro,VOD Series,1.15,3.35,1.44,0.46,1.08,1.83,5.87,1.44,7503,35.9,11871,57446,119321,88.5,70.7,54.5,43.7,66,89.1,0.99,75.6,6.9,4.46,4.67,91.9,137,129,14942
2024-05-22,App_B,FireTV,AT&T,AWS CloudFront,Country,VOD Series,1.43,3.61,1.44,0.55,0.93,1.74,6.46,1.34,5857,31.8,10759,51910,126444,87.6,70.9,56,41.1,65,89.1,1.21,80.8,7.9,4.63,4.84,92.3,163,105,14333
2024-05-23,App_A,Desktop Web,Wi-Fi,Fastly,Metro,Live Sports/Events,1.38,2.72,1.49,0.57,1.07,1.86,5.56,1.5,7552,34.8,12245,58579,131105,87.9,70.7,57.7,41,61.2,93.1,1.34,80.3,6.6,4.39,4.64,94.4,139,124,19136
2024-05-23,App_B,Apple TV,Verizon,Fastly,Country,VOD Movies,1.46,3.37,1.49,0.49,1.08,1.38,5.54,1.23,5639,31.1,11544,55275,145650,88.1,68.5,55.7,41.2,64.3,89.6,1.13,80.9,6.6,4.48,4.58,94.8,186,127,17667
2024-05-24,App_A,iOS,Broadband,Akamai,Country,VOD Series,1.2,2.93,1.09,0.57,0.8,1.41,6.54,1.12,7794,32.4,13762,66723,163632,86.2,69.4,58.5,42.5,59.9,94.1,1.14,76.9,7.4,4.17,5.4,92.5,141,108,18663
2024-05-24,App_B,iOS,Comcast Xfinity,Akamai,Region,VOD Movies,1.21,3.11,1.55,0.61,1.08,1.61,6.74,1.45,6528,32.4,10471,50319,109990,85.3,74.8,55.8,40.7,64.4,88.5,1.14,77,6.1,4.05,4.73,92.8,170,125,16907
2024-05-25,App_A,iOS,Comcast Xfinity,Fastly,Country,VOD Movies,1.4,3.03,1.1,0.47,0.8,1.59,5.57,1.25,7648,31.1,12264,59006,123347,86.5,70.7,53.4,39.7,62.6,87.3,0.95,75.6,6.9,4.53,4.83,93.3,159,101,17481
2024-05-25,App_B,Android,Comcast Xfinity,Cloudflare,Country,VOD Movies,1.32,2.79,1.56,0.52,1.11,1.53,5.44,1.21,6952,30.5,11429,54556,135955,89.1,70.6,54.3,39.7,59.6,88.7,1.12,75.5,6.7,4.46,5.1,95.3,184,134,18941
2024-05-26,App_A,Desktop Web,Comcast Xfinity,Fastly,Region,Live Sports/Events,1.16,3.2,1.24,0.55,0.85,1.51,5.45,1.21,7193,30.6,11919,57410,138748,86.8,69.5,58.5,41.9,65.6,91.8,0.92,78.3,6.7,4.48,4.52,93.1,183,121,21012
2024-05-26,App_B,Tizen,Comcast Xfinity,Fastly,Region,Live Sports/Events,1.19,2.88,1.39,0.63,1.13,1.6,5.62,1.37,5163,31.6,9891,47194,125728,86.9,74.8,55.3,38.2,59.9,93.4,1.02,80.9,6.8,3.98,4.83,93.3,188,133,14685
